id,authors,title,year,venue,entityUrl
919,"Tam Nguyen, V. Srinivasan",Accessing Relational Databases from the World Wide Web,1996,SIGMOD Conference,conf/sigmod/NguyenS96
920,?,"High-Performance and Scalability through Application Tier,In-Memory Data Management",2000,VLDB,conf/vldb/Team00
921,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",Fundamental Techniques for Order Optimization,1996,SIGMOD Conference,conf/sigmod/SimmenSM96
922,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",Locating and accessing data repositories with WebSemantics,2002,VLDB J.,journals/vldb/MihailaRT02
923,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",Guest editorial,2001,VLDB J.,journals/vldb/AbbadiSW01
924,"S. Sudarshan, Charu C. Aggarwal, Mihalis Yannakakis, Alfons Kemper, Kenneth A. Ross, Sunita Sarawagi",Reminiscences on Influential Papers,2000,SIGMOD Record,journals/sigmod/RossAKSSY00
925,"Luc Segoufin, Philippe Rigaux, St�phane Grumbach",The DEDALE System for Complex Spatial Queries,1998,SIGMOD Conference,conf/sigmod/GrumbachRS98
926,"Bj�rn ��r J�nsson, Shaul Dar, Divesh Srivastava, Michael Tan, Michael J. Franklin",Semantic Data Caching and Replacement,1996,VLDB,conf/vldb/DarFJST96
927,"Mitch Cherniack, Stanley B. Zdonik",Inferring Function Semantics to Optimize Queries,1998,VLDB,conf/vldb/CherniackZ98
928,David B. Lomet,The Evolution of Effective B-tree: Page Organization and Techniques: A Personal Account,2001,SIGMOD Record,journals/sigmod/Lomet01
929,"D. Wildfogel, Ramana Yerneni",Efficient Testing of High Performance Transaction Processing Systems,1997,VLDB,conf/vldb/WildfogelY97
930,"Peter A. Boncz, Martin L. Kersten, Stefan Manegold",Generic Database Cost Models for Hierarchical Memory Systems,2002,VLDB,conf/vldb/ManegoldBK02
931,"Nectaria Tryfona, Thanasis Hadzilacos",An Extended Entity-Relationship Model for Geographic Applications,1997,SIGMOD Record,journals/sigmod/HadzilacosT97
932,"Shlomo Moran, Ronny Lempel",Optimizing Result Prefetching in Web Search Engines with Segmented Indices,2002,VLDB,conf/vldb/LempelM02
933,Michael Lesk,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,1994,VLDB,conf/vldb/Lesk94
934,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan",Reminiscences on Influential Papers,2001,SIGMOD Record,journals/sigmod/RossHLW01
935,Sharad Mehrotra,Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability,1998,ACM Trans. Database Syst.,journals/tods/MehrotraRKS98
936,"Michael J. Carey, Anil Nori, Nelson Mendon�a Mattos","Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)",1997,SIGMOD Conference,conf/sigmod/CareyMN97
937,"Alexandros Biliris, Euthimios Panagos",Synchronization and Recovery in a Client-Server Storage System,1997,VLDB J.,journals/vldb/PanagosB97
938,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",Applying Update Streams in a Soft Real-Time Database System,1995,SIGMOD Conference,conf/sigmod/AdelbergGK95
939,"Alexander Brodsky, Pavel A. Exarkhopoulo, Victor E. Segal, Jia Chen",The CCUBE Constraint Object-Oriented Database System,1999,SIGMOD Conference,conf/sigmod/BrodskySCE99
940,Joseph M. Hellerstein,Index Research: Forest or Trees? (Panel Abstract),2000,SIGMOD Conference,conf/sigmod/Hellerstein00
941,Susanne Englert,NonStop SQL: Scalability and Availability for Decision Support,1994,SIGMOD Conference,conf/sigmod/Englert94
942,"Arunprasad P. Marathe, Kenneth Salem",Query processing techniques for arrays,2002,VLDB J.,journals/vldb/MaratheS02
943,"Asterio K. Tanaka, Patrick Valduriez",The Ecobase Project: Database and Web Technologies for Environmental Information Systems,2001,SIGMOD Record,journals/sigmod/TanakaV01
944,"Alfons Kemper, Florian Matthes, Donald Kossmann",SAP R/3: A Database Application System (Tutorial),1998,SIGMOD Conference,conf/sigmod/KemperKM98
945,Edwin R. Lassettre,Olympic Records for Data at the 1998 Nagano Games,1998,SIGMOD Conference,conf/sigmod/Lassettre98
946,"M. Toiati, Michele Missikoff",MOSAICO - A System for Conceptual Modeling and Rapid Prototyping of Object-Oriented Database Application,1994,SIGMOD Conference,conf/sigmod/MissikoffT94
947,"Michael J. Franklin, Yanlei Diao",Query Processing for High-Volume XML Message Brokering,2003,VLDB,conf/vldb/DiaoF03
948,M. Tamer �zsu,Chair's Message,2002,SIGMOD Record,journals/sigmod/Ozsu02a
949,"Stephen Blott, Henry F. Korth",An Almost-Serial Protocol for Transaction Execution in Main-Memory Database Systems,2002,VLDB,conf/vldb/BlottK02
950,"Jiawei Han, Ke Wang, Yu He",Mining Frequent Itemsets Using Support Constraints,2000,VLDB,conf/vldb/WangHH00
951,"Edward Maros, Darrel J. Van Buer, Marjorie Templeton, Herbert Henley",InterViso: Dealing With the Complexity of Federated Database Access,1995,VLDB J.,journals/vldb/TempletonHMB95
952,Jos� A. Blakeley,Open Object Database Management Systems,1994,SIGMOD Conference,conf/sigmod/Blakeley94
953,"Ernest Teniente, Elena Baralis, Stefano Paraboschi",Materialized Views Selection in a Multidimensional Database,1997,VLDB,conf/vldb/BaralisPT97
954,"Donald Kossmann, Michael J. Carey",On Saying Enough Already! in SQL,1997,SIGMOD Conference,conf/sigmod/CareyK97
955,"Mark L. McAuliffe, C. K. Tan, Marvin H. Solomon, Nancy E. Hall, Michael J. Zwilling, Michael J. Carey, Michael J. Franklin, Seth J. White, Jeffrey F. Naughton, David J. DeWitt, Odysseas G. Tsatalos, Daniel T. Schuh",Shoring Up Persistent Applications,1994,SIGMOD Conference,conf/sigmod/CareyDFHMNSSTTWZ94
956,"Michael Stonebraker, Nesime Tatbul, Mitch Cherniack, Stanley B. Zdonik, Ugur �etintemel",Load Shedding in a Data Stream Manager,2003,VLDB,conf/vldb/TatbulCZCS03
957,"Tova Milo, Mariano P. Consens",Optimizing Queries on Files,1994,SIGMOD Conference,conf/sigmod/ConsensM94
958,"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan",RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,1998,VLDB,conf/vldb/GehrkeRG98
959,"Donko Donjerkovic, Raghu Ramakrishnan",Probabilistic Optimization of Top N Queries,1999,VLDB,conf/vldb/DonjerkovicR99
960,"Paul Brown, Michael Stonebraker",BigSur: A System For the Management of Earth Science Data,1995,VLDB,conf/vldb/BrownS95
961,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein",Data Management Research at The MITRE Corporation,1995,SIGMOD Record,journals/sigmod/RosenthalSMBTL95
962,"Carmem S. Hara, Susan B. Davidson, Yi Chen, Yifeng Zheng",RRXF: Redundancy reducing XML storage in relations,2003,VLDB,conf/vldb/ChenDZ03
963,"Sirish Chandrasekaran, Michael J. Franklin",PSoup: a system for streaming queries over streaming data,2003,VLDB J.,journals/vldb/ChandrasekaranF03
964,"Ahmed K. Elmagarmid, Athman Bouguettaya, Mourad Ouzzani, Brahim Medjahed",Ontology-based Support for Digital Government,2001,VLDB,conf/vldb/BouguettayaEMO01
965,"Benjamin Nguyen, Serge Abiteboul, Gregory Cobena, Mihai Preda",Monitoring XML Data on the Web,2001,SIGMOD Conference,conf/sigmod/NguyenACP01
966,"Umeshwar Dayal, Surajit Chaudhuri, Tak W. Yan",Join Queries with External Text Sources: Execution and Optimization Techniques,1995,SIGMOD Conference,conf/sigmod/ChaudhuriDY95
967,"Hongjun Lu, Huan Liu, Rudy Setiono",NeuroRule: A Connectionist Approach to Data Mining,1995,VLDB,conf/vldb/LuSL95
968,Richard T. Snodgrass,Chair's Message,1998,SIGMOD Record,journals/sigmod/Snodgrass98
969,Jennifer Widom,Editor's Notes,1995,SIGMOD Record,journals/sigmod/Widom95
970,"Michel Schneider, J�r�me Darmont",VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,1999,VLDB,conf/vldb/DarmontS99
971,"Tanu Malik, Jordan Raddick, Alexander S. Szalay, Peter Z. Kunszt, Jim Gray, Christopher Stoughton, Ani Thakar, Jan vandenBerg",The SDSS skyserver: public access to the sloan digital sky server data,2002,SIGMOD Conference,conf/sigmod/SzalayGTKMRSv02
972,Hans-J�rg Schek,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",2000,VLDB,conf/vldb/Schek00
973,"Elke A. Rundensteiner, Gail Mitchell, Wang-Chien Lee, Harumi A. Kuno, Xin Zhang, Hong Su, Kajal T. Claypool","Gangam - A Solution to Support Multiple Data Models, their Mappings and Maintenance",2001,SIGMOD Conference,conf/sigmod/ClaypoolRZSK01
974,"V. Tucakov, Raymond T. Ng, Edwin M. Knorr",Distance-Based Outliers: Algorithms and Applications,2000,VLDB J.,journals/vldb/KnorrNT00
975,Christopher Ahlberg,Spotfire: An Information Exploration Environment,1996,SIGMOD Record,journals/sigmod/Ahlberg96
976,"Johann Christoph Freytag, Felix Naumann, Ulf Leser",Quality-driven Integration of Heterogenous Information Systems,1999,VLDB,conf/vldb/NaumannLF99
977,Egbert-Jan Sol,"Ambient Intelligence with the Ubiquitous Network, the Embedded Computer Devices and the Hidden Databases (abstract)",2001,VLDB,conf/vldb/Sol01
978,"Christos Faloutsos, Bernhard Seeger, Caetano Traina Jr., Agma J. M. Traina",Spatial Join Selectivity Using Power Laws,2000,SIGMOD Conference,conf/sigmod/FaloutsosSTT00
979,Phillip M. Fernandez,Red Brick Warehouse: A Read-Mostly RDBMS for Open SMP Platforms,1994,SIGMOD Conference,conf/sigmod/Fernandez94
980,"Arie Segev, Richard T. Snodgrass, Christian S. Jensen",Report on The 1995 International Workshop on Temporal Databases,1995,SIGMOD Record,journals/sigmod/SegevJS95
981,"Ilker Durusoy, Cetin Ozkan, Mehmet Altinel, Asuman Dogac",Implementation Aspects of an Object-Oriented DBMS,1995,SIGMOD Record,journals/sigmod/DogacAOD95
982,"Atul Adya, Liuba Shrira, Miguel Castro, Robert Gruber, Andrew C. Myers, Barbara Liskov, Umesh Maheshwari, Sanjay Ghemawat, Mark Day",Safe and Efficient Sharing of Persistent Objects in Thor,1996,SIGMOD Conference,conf/sigmod/LiskovACDGGMMS96
983,"Cyrus Shahabi, Mohammad R. Kolahdouzan, Craig A. Knoblock, Jos� Luis Ambite, Maria Muslea, Snehal Thakkar",The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,2001,VLDB,conf/vldb/AmbiteKKMST01
984,"Panos Constantopoulos, Yannis Vassiliou, Matthias Jarke, John Mylopoulos",The Software Information Base: A Server for Reuse,1995,VLDB J.,journals/vldb/ConstantopoulosJMV95
985,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",Database Research at Arizona State University,1996,SIGMOD Record,journals/sigmod/UrbanDG96
986,"Giuseppe Psaila, Stefano Ceri, Stefano Paraboschi, Piero Fraternali",The Algres Testbed of CHIMERA: An Active Object-Oriented Database System,1995,SIGMOD Conference,conf/sigmod/CeriFPP95
987,Ling Liu,Editor's Notes,2002,SIGMOD Record,journals/sigmod/Liu02b
988,Kamar Aulakh,About Quark Digital Media System,1998,SIGMOD Conference,conf/sigmod/Aulakh98
989,"Duri Schmidt, Angelika Kotz Dittrich, Werner Dreyer",Research Perspectives for Time Series Management Systems,1994,SIGMOD Record,journals/sigmod/DreyerDS94
990,"Goetz Graefe, William O'Connell, Andrew Witkowski",Collaborative Analytical Processing - Dream or Reality? (Panel abstract),2001,VLDB,conf/vldb/OConnellWG01
991,"Shiang Chen Liew, Senqiang Zhou, Ke Wang",Building Hierarchical Classifiers Using Class Proximity,1999,VLDB,conf/vldb/WangZL99
992,"P. Hasselmayer, Mariano Cilia, Alejandro P. Buchmann",Profiling and Internet Connectivity in Automotive Environments,2002,VLDB,conf/vldb/CiliaHB02
993,"Ling Liu, Calton Pu, Tong Zhou",TAM: A System for Dynamic Transactional Activity Management,1999,SIGMOD Conference,conf/sigmod/ZhouLP99
994,"Sergey Brin, Craig Silverstein, Rajeev Motwani, Jeffrey D. Ullman",Scalable Techniques for Mining Causal Structures,1998,VLDB,conf/vldb/SilversteinBMU98
995,"Karthikeyan Ramasamy, Prasad Deshpande, Amit Shukla, Jeffrey F. Naughton",Caching Multidimensional Queries Using Chunks,1998,SIGMOD Conference,conf/sigmod/DeshpandeRSN98
996,"Hector Garcia-Molina, Sergey Brin, James Davis",Copy Detection Mechanisms for Digital Documents,1995,SIGMOD Conference,conf/sigmod/BrinDG95
997,"Yannis Kotidis, Christos Faloutsos, Flip Korn, Alexandros Labrinidis","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",1998,VLDB,conf/vldb/KornLKF98
998,"David J. DeWitt, Mark D. Hill, Anastassia Ailamaki",Data page layouts for relational databases on deep memory hierarchies,2002,VLDB J.,journals/vldb/AilamakiDH02
999,"Ulrich G�ntzer, Werner Kie�ling, Wolf-Tilo Balke",Optimizing Multi-Feature Queries for Image Databases,2000,VLDB,conf/vldb/GuntzerBK00
1000,Rafael Alonso,Trade Press News,1995,SIGMOD Record,journals/sigmod/Alonso95
1001,"Amr El Abbadi, Mirek Riedewald, Divyakant Agrawal",Efficient integration and aggregation of historical information,2002,SIGMOD Conference,conf/sigmod/RiedewaldAA02
1002,"Michael J. Franklin, Michael J. Carey, Miron Livny",Transactional Client-Server Cache Consistency: Alternatives and Performance,1997,ACM Trans. Database Syst.,journals/tods/FranklinCL97
1003,"Ralph Busse, Michael J. Carey, Daniela Florescu, Martin L. Kersten, Albrecht Schmidt, Florian Waas, Ioana Manolescu",Why And How To Benchmark XML Databases,2001,SIGMOD Record,journals/sigmod/SchmidtWKFCMB01
1004,"Mehul A. Shah, Sirish Chandrasekaran","Fault-tolerant, Load-balancing Queries in Telegraph",2001,SIGMOD Conference,conf/sigmod/ShahC01
1005,"Kenneth C. Sevcik, Nick Koudas",Size Separation Spatial Join,1997,SIGMOD Conference,conf/sigmod/KoudasS97
1006,"Brigitte Kr�ll, Peter Widmayer",Distributing a Search Tree Among a Growing Number of Processors,1994,SIGMOD Conference,conf/sigmod/KrollW94
1007,"Ramakrishnan Srikant, Rakesh Agrawal",Mining Quantitative Association Rules in Large Relational Tables,1996,SIGMOD Conference,conf/sigmod/SrikantA96
1008,"Ran Wolff, Assaf Schuster",Communication Efficient Distributed Mining of Association Rules,2001,SIGMOD Conference,conf/sigmod/SchusterW01
1009,"Debabrata Dey, Roger H. L. Chiang, Shankar Sundaresan, Robert C. Goldstein, Veda C. Storey",Database Design with Common Sense Business Reasoning and Learning,1997,ACM Trans. Database Syst.,journals/tods/StoreyCDGS97
1010,"Alexander Hinneburg, Daniel A. Keim",Clustering Methods for Large Databases: From the Past to the Future,1999,SIGMOD Conference,conf/sigmod/HinneburgK99
1011,Gilles Fecteau,Managing a DB2 Parallel Edition Database,1995,VLDB,conf/vldb/Fecteau95
1012,"Allen Luniewski, Markus Tresch, Neal Palmer",Type Classification of Semi-Structured Documents,1995,VLDB,conf/vldb/TreschPL95
1013,"Craig Wong, Mark Stokrp, Mike Lefler",DBSim: A Simulation Tool for Predicting Database Performance,1996,SIGMOD Conference,conf/sigmod/LeflerSW96
1014,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",Querying XML Views of Relational Data,2001,VLDB,conf/vldb/ShanmugasundaramKSFF01
1015,"Prabhakar Raghavan, David Gibson, Jon M. Kleinberg",Clustering Categorical Data: An Approach Based on Dynamical Systems,1998,VLDB,conf/vldb/GibsonKR98
1016,"Arnold Charles Meltzer, Dong Keun Shin",A New Join Algorithm,1994,SIGMOD Record,journals/sigmod/ShinM94
1017,"Shivakumar Venkataraman, Subbu N. Subramanian",Cost-Based Optimization of Decision Support Queries Using Transient Views,1998,SIGMOD Conference,conf/sigmod/SubramanianV98
1018,"David B. Lomet, Betty Salzberg",Concurrency and Recovery for Index Trees,1997,VLDB J.,journals/vldb/LometS97
1019,"Yannis E. Ioannidis, Minos N. Garofalakis, Banu �zden",Resource Scheduling for Composite Multimedia Objects,1998,VLDB,conf/vldb/GarofalakisIO98
1020,Wilfred Ng,An extension of the relational data model to incorporate ordered domains,2001,ACM Trans. Database Syst.,journals/tods/Ng01
1021,"Jim Gray, Zarka Cvetanovic, Tom Barclay, Chris Nyberg, David B. Lomet",AlphaSort: A Cache-Sensitive Parallel External Sort,1995,VLDB J.,journals/vldb/NybergBCGL95
1022,Times-Ten Team,In-Memory Data Management for Consumer Transactions The Times-Ten Approach,1999,SIGMOD Conference,conf/sigmod/Team99
1023,Rick Greer,Daytona And The Fourth-Generation Language Cymbal,1999,SIGMOD Conference,conf/sigmod/Greer99
1024,"Christos Faloutsos, Yannis Kotidis, Flip Korn, Alexandros Labrinidis",Quantifiable Data Mining Using Ratio Rules,2000,VLDB J.,journals/vldb/KornLKF00
1025,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",Data Management for Pervasive Computing,2001,VLDB,conf/vldb/CherniackFZ01
1026,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",Closing the key loophole in MLS databases,2003,SIGMOD Record,journals/sigmod/JukicNV03
1027,"Hector Garcia-Molina, Luis Gravano, Anthony Tomasic",GlOSS: Text-Source Discovery over the Internet,1999,ACM Trans. Database Syst.,journals/tods/GravanoGT99
1028,"Iosif Lazaridis, Sharad Mehrotra",Progressive Approximate Aggregate Queries with a Multi-Resolution Tree Structure,2001,SIGMOD Conference,conf/sigmod/LazaridisM01
1029,Hansj�rg Zeller,NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing,2003,SIGMOD Conference,conf/sigmod/Zeller03
1030,"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",Report on the 5th international workshop on the design and management of data warehouses (DMDW'03),2003,SIGMOD Record,journals/sigmod/LenzVJS03
1031,"Kyu-Young Whang, Yang-Sae Moon, Wook-Shin Han",General match: a subsequence matching method in time-series databases based on generalized windows,2002,SIGMOD Conference,conf/sigmod/MoonWH02
1032,"Erhard Rahm, Harald Sch�ning, Gerhard Weikum","Report on the 10th Conference on Database Systems for Business, Technology, and the Web (BTW 2003)",2003,SIGMOD Record,journals/sigmod/WeikumSR03
1033,Antonio Badia,Ontologies: A Silver Bullet for Knowledge Management and Electronic Commerce - Book Review,2002,SIGMOD Record,journals/sigmod/Badia02
1034,"Konstantinos Stathatos, John S. Baras, Nick Roussopoulos",Adaptive Data Broadcast in Hybrid Networks,1997,VLDB,conf/vldb/StathatosRB97
1035,"G�sli R. Hjaltason, Hanan Samet",Incremental Distance Join Algorithms for Spatial Databases,1998,SIGMOD Conference,conf/sigmod/HjaltasonS98
1036,"Kyu-Young Whang, Il-Yeol Song, Young-Koo Lee, Jong-Hak Lee",A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,1997,VLDB,conf/vldb/LeeLWS97
1037,"Jim Melton, Andrew Eisenberg",SQL/XML and the SQLX Informal Group of Companies,2001,SIGMOD Record,journals/sigmod/EisenbergM01
1038,"Yirong Xu, Ramakrishnan Srikant, Rakesh Agrawal",Database Technologies for Electronic Commerce,2002,VLDB,conf/vldb/AgrawalSX02
1039,Avigdor Gal,Semantic Interoperability in Information Services: Experiencing with CoopWARE,1999,SIGMOD Record,journals/sigmod/Gal99
1040,Kenn Gardels,Open GIS and On-Line Environmental Libraries,1997,SIGMOD Record,journals/sigmod/Gardels97
1041,"Praveen Seshadri, Tobias Mayr",Client-Site Query Extensions,1999,SIGMOD Conference,conf/sigmod/MayrS99
1042,"Walid G. Aref, Ihab F. Ilyas, Ahmed K. Elmagarmid",Joining Ranked Inputs in Practice,2002,VLDB,conf/vldb/IlyasAE02
1043,"Hector Garcia-Molina, Sriram Raghavan",Complex Queries over Web Repositories,2003,VLDB,conf/vldb/RaghavanG03
