id,title,starring,entityUrl,writer,editor
8268,What the  $ ! Do We Know!?,Marlee Beth Matlin,Match5580,Matthew Hoffman,
8269,The Day a Pig Fell Into the Well,Cho Eun-sook,Match19780,Kyo Hyo-seo,
8270,,Sarah Connor (musician),D18270,,
8271,,Ramon Novarro,Match16352,Ben Ames Williams,
8272,Dinner at Eight,Harlean Harlow Carpenter,Match15377,Edna Ferber,
8273,,Melvyn Edouard Hesselberg,Match7070,Mary McCarthy (screenwriter),
8274,,Hameed Babar,D18274,,
8275,,Jacques Marin,Match16840,Donald G. Payne,
8276,,Raj Kapoor,Match17087,,
8277,,Oscar Villa,Match22187,Mario Soffici,
8278,,Renu00E9e Kathleen Zellweger,Match18586,Steve Cohen,
8279,,Rambha,D18279,,
8280,Mulholland Dr.,Justin Theroux,Match20346,David Keith Lynch,
8281,Butterfly Man,Stuart Laing,Match14997,Kaprice Kea,
8282,,Nancy Sinatra,Match18939,Charles B. Griffith,
8283,,Brian Murray,Match12912,,
8284,Outbreak,Donald McNichol Sutherland,Match20356,Laurence Dworet,
8285,,,Match12651,Maria Peters,
8286,The Fanimatrix,Vaughan Beckley,Match12746,Steven A. Davis,
8287,Bangkok Dangerous,Nicholas Cage,D18287,"The Pang Brothers
Jason Richman",
8288,,Arthur Stanley Jefferson,Match18123,Victor Herbert,
8289,The Secret Six,Lewis Shepard Stone,Match4736,Frances Marion,
8290,,The Lovin' Spoonful,Match18853,Len Maxwell,
8291,,Howard Rosenstein,Match13725,Christian Viel,
8292,Major League,Bob Uecker,Match14200,David S. Ward,
8293,The Bourne Identity,Chris Cooper (actor),Match11399,Tony Gilroy,
8294,,Matt Borlenghi,Match15100,Donald Farmer,
8295,Seven Thieves,Rodney Stephen Steiger,Match20892,"Sydney Boehm
 Max Catto (novel)",
8296,Shattered Glass,Steven James Zahn,Match20935,Buzz Bissinger,
8297,,Frank James Cooper,Match9563,George du Maurier,
8298,Mystery Science Theater 3000: The Movie,"Trace Beaulieu
Michael J. Nelson
Jim Mallon
Kevin Murphy
John Brady",Match7645,Mary Jo Pehl,
8299,Mr. and Mrs. Khiladi,Rajiv Hari Om Bhatia,D18299,Rumi Jaffrey,
8300,Spotswood,Ben Mendelsohn,Match12517,Max Dann,
8301,Lost and Delirious,Jessica Paré,Match7013,Judith Thompson,
8302,Berlin International Film Festival,,Match9722,Pier Paolo Pasolini,
8303,Tootsies and Tamales,Oliver Hardy,Match17880,Oliver Hardy,
8304,The Price Of Milk,Karl-Heinz Urban,Match18455,Harry Sinclair,
8305,The Ten Commandments,Christian Michael Leonard Hawkins,D18305,Ed Naha,
8306,Dr. Jekyll and Mr. Hyde,Rose Kefer,Match21006,Robert Louis Stevenson,
8307,The Death Collector,Joseph Cortese,Match21604,Ralph De Vito,
8308,,,Match12095,Lo Wei,
8309,,Andrei Treivas Bregman,D18309,Tony Dimarco,
8310,,Shalom Jaffe,Match21327,Harry Bates (author),
8311,Who Is KK Downey?,,D18311,Darren Curtis,
8312,,Agnes Robertson Moorehead,Match10622,Harry Tugend,
8313,Breach,Dennis Dexter Haysbert,Match9031,William Rotko,
8314,BabaKiueria,Bob Maza,Match20431,Geoffrey Atherden,
8315,,Vivian Chen Wai Man (u9673u6167u6C76),Match8035,Kaori Eguni,
8316,The Nutty Professor,Jada Koren Pinkett,Match5891,Steve Oedekerk,
8317,,,D18317,Joli(e),
8318,The Girl with the Pistol,,Match9270,Luigi Magni,
8319,,Bhanurekha Ganesan,Match16348,Ali Raza,
8320,Sporting Blood,,Match19009,Frederick Hazlitt Brennan,
8321,,"Jon Foreman, Tim Foreman, Chad Butler, Jerome Fontamillas, Drew Shirley",D18321,Switchfoot,
8322,Open Season,Debra Lynn Messing,Match14358,Steve Bencich,
8323,Trauma,Mena Adrienne Suvari,Match11996,Richard Smith,
8324,The Hanging Garden,Troy Veinotte,Match13120,Thom Fitzgerald,
8325,The Girl Who Came Late,Miranda Otto,Match20021,Saturday Rosenberg,
8326,,William Davis Garwood Jr.,Match5657,Lloyd Lonergan,
8327,,Carol Kane,Match10932,,
8328,When Eight Bells Toll,Robert Adolph Wilton Morley,D18328,Alistair MacLean,
8329,Fierce People,Donald McNichol Sutherland,Match18670,Dirk Wittenborn,
8330,Chasers,Erika Eleniak,Match10010,Joe Batteer,
8331,,Victoria Abril,Match8170,Vicente Aranda Ezguerra,
8332,Halloween: The Curse of Michael Myers,Donald Henry Pleasence,Match14411,Debra Hill,
8333,Spaceballs,Daphne Zuniga,Match14016,Ronny Graham,
8334,,Joel Solomon Cohen,Match10902,Talbot Rothwell,
8335,,Larry Fine (actor),Match13135,,
8336,,Kevin Hides,Match14794,Derek Drymon,
8337,Tubby the Tuba,#Voice cast,Match20720,Paul Tripp,
8338,,Oliver Rutledge Hudson,Match9836,Robert Conte,
8339,,Mohamed Imam,Match9001,Alaa Al Aswany,
8340,,Jacky Cheung,Match12093,Ivy Ho,
8341,,The B-52's,D18341,,
8342,,Humphrey DeForest Bogart,Match16846,Robert Garson,
8343,What Time Is It There?,Lu Yi-Ching,Match16672,Tsai Ming-liang,
8344,,Pandari Bai,Match9818,Jawar Seetharaman,
8345,,William Hellfire,Match20339,William Hellfire,
8346,Out for Justice,William Forsythe (actor),Match15380,David Lee Henry,
8347,,Devlin Burton,Match11459,Tom Chaney,
8348,,John Stephen Goodman,Match6925,Jerico Stone,
8349,,"Gino Piserchio

Edie Sedgwick

Chuck Wein",Match2426,,
8350,,Madan Puri,Match15805,Dev Anand,
8351,Serial (film),Stanley Price,Match6558,Basil Dickey,
8352,,Feroz Khan,Match1028,,
8353,Mr. Jones,Anna Maria Louisa Italiano,Match6530,Eric Roth,
8354,The Sixth Sense,Walter Bruce Willis,Match14912,Manoj Nelliyattuu Shyamalan,
8355,,W.D.Mochtar,Match8090,"Putra Mada, Jimmy Atmaja",
8356,The Bad Man of Brimstone,Wallace Fitzgerald Beery,Match16555,,
8357,No Road Back,Thomas Sean Connery,Match11070,Falkland L. Cary,
8358,,Prithwiraj,D18358,,
8359,Thillu Mullu,Kamal Haasan,Match13892,Sachin Bhowmick,N. R. Kittu
8360,,Roshan Ahuja,D18360,Madhu Muttam,
8361,Raising Arizona,Frances Louise McDormand,Match10888,Ethan Coen,
8362,,Ruby Catherine Stevens,Match11673,Samuel Wilder,
8363,,George Hoy Booth,Match791,Anthony Kimmins,
8364,,Susan Jane Miller,Match6772,Paul G. Hensler,
8365,,Yuval Banay<BR>Anat Azmon<BR>Eyal Geffen<BR>Shimon Israeli<BR>Tali Kaufmann,Match12024,Yaky Yosha,
8366,Kingukongu no gyakushu,Eisei Amamoto,D18366,Takeshi Kimura,
8367,Thiruda Thiruda,Prashanth,Match15483,Ram Gopal Varma,
8368,,Florence Gilbert,D18368,Richard Harding Davis,
8369,The Good Old Naughty Days,,Match10802,,
8370,A Night in the Show,Dee Lampton,Match14606,Charlie Chaplin,
8371,Crocodile Dundee in Los Angeles,Jere Burns,D18371,Paul Hogan (actor),
8372,Zombie Island Massacre,Rita Jenrette,Match503,"David Broadnax
Logan O'Neil
William Stoddard",
8373,The Unsinkable Molly Brown,Mary Frances Reynolds,Match14709,Helen Deutsch,
8374,,Uma Anand,Match10488,Khwaja Ahmad Abbas,
8375,Slutty Summer,Jamie Hatchett,Match12052,Casper Andreas,
8376,,Kamal Haasan,D18376,,
8377,,Suhasini Rajaram Naidu,D18377,,
8378,Committed,Heather Graham,Match10831,Lisa Krueger,
8379,Flesh Gordon 2: Flesh Gordon Meets the Cosmic Cheerleaders,William Dennis Hunt,Match10992,"Howard Ziehm
Doug Frisby",
8380,Jiyan,"Pirshang Berzinji,
Kurdo Galali",Match16113,Jano Rosebiani,
8381,Great Expectations,Finlay Jefferson Currie,Match6532,Ronald Neame,
8382,EMR,"Adam Leese, George Calil, Guy Henry, Tom Hardy, Whitney Cummings",Match10196,Danny McCullough,
8383,Whose Zoo?,Arthur Stanley Jefferson,Match16301,Craig Hutchinson,
8384,,Roger Meddows-Taylor,D18384,,
8385,,HKB FiNN,D18385,"Owen 'Alik Shahadah
Tunde Jegede",
8386,Ahingsa-Jikko mee gam,Joni Anwar,Match15910,Leo Kittikorn,
8387,Dirty Rotten Scoundrels,Stephen Glenn Martin,Match6262,Dale Launer,
8388,Twin Town,Buddug Williams,Match14391,Paul Durden,
8389,Assault on Precinct 13,Ethan Green Hawke,Match9925,John Howard Carpenter,
8390,La Guerre des boutons,,Match17028,François Boyer,
8391,Sri Ramadasu,Suhasini Rajaram Naidu,Match4551,J.K. Bharavi,
8392,,Ziv Koren,Match9023,Solo Avital,
8393,The Lodger,Marie Ault,Match16331,Marie Belloc Lowndes,
8394,All the King's Men,Philip Anthony Hopkins,Match891,Robert Penn Warren,
8395,,Billy Chan,Match13812,Hung Kam-Bo,
8396,ZEN,Vivian Kong,D18396,Chin Li,
8397,For Me and My Gal,Frances Ethel Gumm,Match2441,Richard Sherman,
8398,Hawmps!,"Louis Burton (Bert) Lindley, Jr.",Match6516,Joe Camp,
8399,,Dan Duryea,Match2742,Gil Doud,
8400,,Kiss (band),D18400,,
8401,,Edward Martindel,Match13556,Frank Mandel,
8402,Canvas,Joseph Peter Pantoliano,Match8277,Joseph Greco,
8403,I Love Your Work,Vincent Anthony Vaughn,Match1279,Adam Goldberg,
8404,,Shannyn Sossamon,D18404,David Elliot,
8405,Little Boy Lost,Don Crosby,Match9777,George Seaton,
8406,Fatty's Faithful Fido,Roscoe Arbuckle,Match7678,,
8407,,Franca Stoppi,Match15378,Ottavio Fabbri,
8408,,Mandy Miller,Match15215,Jack Whittingham,
8409,A Cinderella Story,Daniel Byrd,Match12923,Leigh Dunlap,
8410,House,Leslie Easterbrook,Match15951,Ted Dekker,
8411,,Carlos Torres Torrija,Match15982,,
8412,,Veeramachaneni Jagapathi Chowdhury,D18412,,
8413,,Louise Lester,Match10490,,
8414,,Roswell Rudd,Match11099,Michael Snow,
8415,The Trail Beyond,"Noah Beery, Jr.",Match9585,Lindsley Parsons,
8416,Portrait of Hell,Kinnosuke Nakamura,Match6989,Ry?nosuke Akutagawa,
8417,Heidi's Song,Margery Gray,Match15248,Johanna Spyri,
8418,Black Sunday,John Richardson (actor),Match16705,Ennio de Concini,
8419,Dreamer,Susan Blakely,Match5259,James Proctor,
8420,La Carriu00E8re de Suzanne,Philippe Beuzen,Match16049,Jean-Marie Maurice Scherer,
8421,Shadow of the Vampire,John Gavin Malkovich,Match14486,Steven Katz,
8422,Big B,Nafisa Ali,D18422,"Amal Neerad
Unni R",
8423,Tokyo Story,Chieko Higashiyama,Match1295,Yasujiro Ozu,
8424,Three Faces West,Marion Robert Morrison,Match14054,"F. Hugh Herbert 
Joseph Moncure March
Samuel Ornitz",
8425,,Guillermo Francella,Match3118,Salvador Valverde Calvo,
8426,,K. N. Singh,Match9113,Ramesh Pant,
8427,Little Nemo: Adventures in Slumberland,Gabriel Damon Ladaei,Match9960,Chris Columbus (filmmaker),
8428,,Robert Bernard Altman,Match5300,,
8429,Hellraiser: Bloodline,Valentina Vargas,Match16572,Peter Atkins,
8430,The Vagabond King,Rosita Dolores Alveru00EDo,Match16081,Ken Englund,
8431,Reign of Fire,Alice Maud Krige,Match13206,Matt Greenberg,
8432,Raw Deal,Ed Lauter,Match59,Luciano Vincenzoni,
8433,The Angry Red Planet,Jack Kruschen,Match10212,Sidney W. Pink,
8434,Amor se dice cantando,Miguel Aceves Mejía,Match3127,María Luisa Algarra,
8435,,Archibald Alec Leach,Match9980,,
8436,Frauds and Frenzies,Arthur Stanley Jefferson,Match8192,C. Graham Baker,
8437,,Suzanne Ridgeway,Match877,Felix Adler,
8438,Cento giorni a Palermo,Arnoldo Foà,Match5872,Giuseppe Tornatore,
8439,,Thomas Hanzon,D18439,Malin Lind Lagerlöf,
8440,,Mohamad Ali Keshavarz,Match2605,Abbas Kiarostami,
8441,Forgotten Silver,Peter Jackson,Match16966,Costa Botes,
8442,,Theresa Paup,Match7567,Ronald Bass,
8443,Balto III: Wings of Change,Jodi Benson,D18443,Elana Lesser,
8444,,Maria Solomou,D18444,Nikos Perakis,
8445,Three-Cornered Moon,Lily Claudette Chauchoin,Match14206,Gertrude Tonkonogy,
8446,,Navi Rawat,D18446,Archie Gips,
8447,,Adrian Dunbar,Match8396,Paul Williams (Irish journalist),
8448,,Alita Román,Match148,Manuel Romero,
8449,,Stefan Larsson,Match7417,Roy Andersson,
8450,Calcutta Mail,Anil Kapoor,Match7524,Guna Shekhar,
8451,The Arena,Karen McDougal,D18451,John William Corrington,
8452,Bright Victory,Peggy Dow,Match7774,Robert Buckner,
8453,,Randall Duk Kim,Match8323,David Kaplan,
8454,The Blue Kite,Lu Liping,Match1977,Mao Xiao,
8455,,,D18455,Takeshi Konomi,
8456,Centre Stage,Tony Leung Ka-Fai,Match9987,Peggy Chiu,
8457,Nousukausi,Tiina Lymi,Match7144,Mika Ripatti,
8458,Adam at 6 A.M.,Shirley Grossman,Match18725,Stephen Karpf,
8459,Le Roman de Renard,Claude Dauphin,Match10560,Roger Richebé,
8460,Dungeons & Dragons: Wrath of the Dragon God,Bruce Martyn Payne,D18460,Robert Kimmel,
8461,Visions of Light,,Match19360,Todd McCarthy,
8462,The Sky Pilot,John E. Bowersox,Match16458,Ralph Connor,
8463,The Hobo,Oliver Hardy,Match4441,,
8464,Her Dormant Love,Henry DeWitt Carey II,Match9791,,
8465,Big Fish,Jessica Phyllis Lange,Match8908,Daniel Wallace (author),
8466,The Seven Ravens,,Match4640,Wilhelm Grimm,
8467,23,August Diehl,Match3046,Hans-Christian Schmid,
8468,Misleading Lady,Lily Claudette Chauchoin,Match450,Caroline Francke,
8469,,Raúl Padovani,Match6915,Norberto Aroldi,
8470,Pervirella,Emily Booth (actress),Match5427,Josh Collins,
8471,Nobody Waved Goodbye,Peter Kastner,Match18376,Don Owen,
8472,Crocodile Dundee II,John Meillon,Match7342,Brett Hogan,
8473,Petulia,George Richard Chamberlain,Match18415,Lawrence B. Marcus,
8474,Death to Smoochy,Daniel Michael DeVito Jr.,Match19068,Adam Resnick,
8475,Heartbreak Ridge,Mario Van Peebles,Match5334,James Carabatsos,
8476,Court House Crooks,Ford Sterling,Match8593,,
8477,Torque,Ice Cube,Match10125,Matt Johnson,
8478,Waar is het paard van Sinterklaas?,,D18478,Tamara Bos,
8479,,Geraldine Fitzgerald,Match17900,Stewart Stern,
8480,,Alex Fong Lik-Sun,Match4678,Yip Lim-Sum (Patrick Kong),
8481,,"Jeet Pal
Ashish Batra",D18481,Sajeed.A,
8482,,u5F35u767Cu5B97 (Cheung Fat Chung),D18482,,
8483,,Park Sol-mi,D18483,,
8484,Universal Pictures,,Match507,,
8485,,Beulah Bondy,Match18951,Homer Croy,
8486,Fantastic Mr. Fox,Angelica Huston,D18486,Noah Baumbach,
8487,,Dorota Segda,Match6691,Ildikó Enyedi,
8488,Max & Co,Lorant Deutsch,D18488,Emmanuel Salinger,
8489,Old School,Luke Cunningham Wilson,Match9047,Todd Phillips,
8490,,Robert Caso,Match5260,Steve Kroschel,
8491,Falling Down,Robert Selden Duvall,Match1257,Ebbe Roe Smith,
8492,King Arthur,Keira Christina Knightley,Match884,David Franzoni,
8493,,Eva Birthistle,Match2443,Paul Laverty,
8494,,Harvey Keital,Match7632,Manuel Pradal,
8495,Il Boom,Alberto Sordi,Match10475,Cesare Zavattini,
8496,unrest,Joshua Lauren Alba,Match4067,Chris Billett,
8497,,Adrien Dixon,Match22466,Jennifer Deyell,
8498,The Thing that Couldn't Die,"William Reynolds
Andra Martin
Jeffrey Stone
Carolyn Kearney
Peggy Converse
Robin Hughes
James Anderson
Charles Horvath",Match9768,David Duncan,
8499,,,Match22465,Itaru Era,
8500,,,Match10249,"Steve Jankowski
John Shepphird
Mike Sorrentino
Randy Vampotic",
8501,Across the Universe,Joe Anderson,D18501,Ian La Frenais,
8502,"The Wonderful, Horrible Life of Leni Riefenstahl",Joseph Blatchley,Match3592,Ray Müller,
8503,A Day Without a Mexican,Yareli Arizmendi,Match10698,Sergio Guerrero,
8504,Waxwork II: Lost in Time,Martin Kemp,Match22806,Anthony Hickox,
8505,,Vera Ellen Westmeier Rohe,Match10439,Herbert Baker,
8506,The Karate Dog,Jonathan Vincent Voight,Match10402,Gregory Poppen,
8507,,Ben Cross,Match335,Nora Kay Foster,
8508,,Inger Stender,Match6398,Fleming Lynge,
8509,Dentist in the Chair,Bob Monkhouse,Match20197,Matthew Finch,
8510,,Betty Ishimoto,Match3279,Paul Osborn,
8511,,Daniel Pesina,D18511,Kevin Folliard,
8512,,Isabelle Hupert,D18512,Christophe Honoré,
8513,,,Match19831,Gerald Nott,
8514,,Seann William Scott,Match1111,David Schneider (writer),
8515,Fickle Fatty's Fall,Roscoe Arbuckle,Match1862,Mack Sennett,
8516,Revenge,John Leguizamo,Match670,Jim Harrison,
8517,The Amazing Colossal Man,Glenn Langan,Match2350,George Worthing Yates,
8518,Abbiamo vinto!,Paolo Stoppa,Match9204,Mario Amendola,
8519,A Generation,Tadeusz ?omnicki,Match19345,Bohdan Czeszko,
8520,,Michael John Douglas,D18520,Don DeLillo,
8521,,Gary Weeks,D18521,Gary Weeks,
8522,Critters 2: The Main Course,Don Keith Opper,Match2289,Mick Garris,
8523,,Rajnikant,D18523,,
8524,,Anthony Booth,Match8793,Philip Barnard,
8525,Little Buddha,Keanu Charles Reeves,Match19081,Mark Peploe,
8526,,Magnus Härenstam,Match3193,Bo Jonsson (producer),
8527,,James Philbrook,Match2624,Bernard Gordon,
8528,,Melchor Gaston Ferrer,Match13438,Roger Vailland,
8529,,Piera Degli Esposti,Match22525,Marco Bellocchio,
8530,,Brendan Conroy,D18530,Jimmy Murphy (playwright),
8531,Johnny,Renu Desai,D18531,Konidala Kalyan,
8532,,Eric Schweig,Match8751,"Adrian C. Louis
 Jennifer D. Lyne",
8533,Cromwell,Robert Adolph Wilton Morley,Match22346,Ken Hughes,
8534,Beloe solntse pustyni,Pavel Luspekaev,Match3755,Valentin Yezhov,
8535,Chattahoochee,Dennis Lee Hopper,Match4521,James Hicks,
8536,,Stacey Nelson,Match19326,(screenplay),
8537,,Daniel Michael Blake Day-Lewis,Match19874,"Carlos Soru00EDn
Jorge Goldenberg
Roberto Scheuer",
8538,The Plank,Thomas Frederick Cooper,Match3819,Eric Sykes,
8539,S.O.B.,William Holden,Match18062,William Blake Crump,
8540,,Lisa Kushell,Match20881,Don Barris,
8541,,Emily Olivia L. Blunt,Match13141,Joe Gangemi,
8542,,u5F35u767Cu5B97 (Cheung Fat Chung),Match5222,Philip Cheng,
8543,My Opposition,,D18543,,
8544,,James LeGros,Match3309,"Stacy Cochran
James Salter (story)",
8545,Lionheart,Ashley Johnson,Match5128,Jean-Claude Camille Franu00E7ois Van Varenberg,
8546,"Black Cat, White Cat",Branka Kati?,Match10277,Emir Kusturica,
8547,Tiger Child,,Match2863,,
8548,,,Match19953,Umberto Lenzi,
8549,Hot Summer in Barefoot County,Mike Muscat,Match20012,,
8550,The Devil and Miss Jones,Charles Douville Coburn,Match9009,Norman Krasna,
8551,,Patrick Bergin,D18551,Mark Mahon,
8552,Mixed Nuts,Arthur Stanley Jefferson,Match1634,Jean DuBois,
8553,,Enrique Muiño,D18553,Emilio Villalba Welsh,
8554,A Star Is Born,Ernest Frederick McIntyre Bickel,Match19135,Dorothy Parker,
8555,Sixteen Candles,Justin Henry,Match20113,John Hughes,
8556,Forest Of The Dead,Chris Anderson,D18556,Brian Singleton,
8557,Bandits,Catherine u00C9lise Blanchett,Match18679,Harley Peyton,
8558,If We Only Knew,Henry Brazeale Walthall,Match22713,George Hennessy,
8559,,Rajnikanth,D18559,,
8560,The Punisher,John Joseph Travolta,Match22033,Michael France,
8561,,Sophie Lee,Match795,Steve Worland,
8562,Night Owls,Arthur Stanley Jefferson,D18562,H.M. Walker,
8563,,Joan Baez,D18563,D. A. Pennebaker,
8564,,Don Clovis,Match12070,"Frank Herrebout
Leo van Maaren",
8565,Return of the Chubby Killer,"Justin McKinney 
Reuben Rox 
 Amanda Sonju",Match1556,,
8566,,,D18566,Marcy Marzuki,
8567,,Lucina Gil,Match12685,Dunia Ayaso and Fu00E9lix Sabroso,
8568,Othello,Michael Maloney,Match109,William Shakespeare,
8569,BAFTA Award for Best British Film,John Gregson,Match1990,William Rose (screenwriter),
8570,Ninau2019s Tragedies,Ayelet Zurer,Match22447,Savi Gavison,
8571,Leslie Nielsen's Bad Golf made Easier,Leslie William Nielsen,Match12015,,
8572,,Melvin Kaminsky,Match12213,Thomas Meehan (writer),
8573,Steptoe and Son,Wilfrid Brambell,Match17115,Alan Simpson (scriptwriter),
8574,Being There,John Richard Basehart,Match584,Jerzy Kosinski,
8575,,Clive Stafford Smith,Match17631,,
8576,Facing Windows,Serra Yilmaz,Match15800,Gianni Romoli,
8577,,Tina Blacker,Match4321,,
8578,Eye See You,Sean Patrick Flanery,Match3817,Ron L. Brinkerhoff,
8579,Cujo,Ed Lauter,Match18037,Stephen King,
8580,,Cynthia Bain,D18580,Richard C. Weinman,
8581,,Adrianna Moore,D18581,Scott Shaw,
8582,,Ahmed Hafez Mazhar,Match1705,Ihsan Abdel Quddous,
8583,,Marcus D'Amico,Match2790,Richard Kramer,
8584,,Nadine Chandrawinata,D18584,Upi Avianto,
8585,Modern Girls,Daphne Zuniga,Match20190,Anita Rosenberg,
8586,,Brandon Bruce Lee,Match22658,Cindy Cirile,
8587,Persona,Berit Elisabeth Andersson,Match4762,Ernst Ingmar Bergman,
8588,,Juliet Anne Virginia Stevenson,Match5388,Hans Christian Andersen,
8589,Flirting Scholar,Gong Li,Match4091,Lee Lik-Chi,
8590,,The cast of the Jackson film and various fans,Match13862,"Cliff Broadway, Carlene Cordova",
8591,,Nikolai Gritsenko,D18591,Valentina Brumberg,
8592,,Rick Hill,Match12493,,
8593,,David Michael Hasselhoff,Match1578,Daniele Stroppa,
8594,Down Periscope,"William Hall Macy, Jr.",D18594,Andrew Kurtzman,
8595,,Michael J Pollard,D18595,Ian La Frenais,
8596,The Silver Streak,Charles Starrett,Match19383,H.W. Hanemann,
8597,Poku00E9mon: Jirachi Wish Maker,Ikue ?tani,Match12688,"Norman J. Grossfeld
Hideki Sonoda",
8598,Pirates,Jesse Jane,Match4124,,
8599,,Vicco von Bülow,Match17492,Vicco von Bülow,
8600,Conspiracy Theory,Julie Fiona Roberts,Match1522,Brian Thomas Helgeland,
8601,,Stanley Blystone,Match22383,,
8602,,Ilya Rivin,D18602,Alexander Sokurov,
8603,,Evelyn Louise Keyes,Match2072,"Milton Holmes (story)
Robert Rossen",
8604,Nick of Time,Roma Maffia,Match17408,Patrick Sheane Duncan,
8605,The Great Ziegfeld,William Horatio Powell,Match19242,William Anthony McGuire,
8606,,Bernard Hill,Match18175,Chris Newby,
8607,,"William George Zane, Jr.",D18607,Alki David,
8608,,Napoleon (rapper),Match14905,"Greg Carter, Keith Kjornes",
8609,Golden Lion,Burton Stephen Lancaster,Match19447,John Guare,
8610,China Strike Force,"Aaron Kwok Fu-Shing
u90EDu5BCCu57CE",Match12320,,
8611,,Leticia Marcela Bru00E9dice,Match16356,Juan Pablo Buscarini,
8612,,Helena Michell,Match3313,"Novel:
John Masters
Screenplay & Story:
Michael Hirst",
8613,,,D18613,Tsui Hark,
8614,,Reb Brown,Match5507,William L. Nagle,
8615,,Victoria Abril,Match20411,Vicente Aranda Ezguerra,
8616,Slaughterhouse-Five,Michael Sacks,Match20533,Stephen Geller,
8617,,Lunachicks,Match14483,Nicholas Iacovino,
8618,Finger on the Trigger,Francis Timothy McCown Durgin,Match17043,Sidney W. Pink,
8619,The Pirate,Eugene Curran Kelly,Match21041,Frances Goodrich,
8620,Surf's Up,Jeffrey Leon Bridges,Match773,Chris Buck,
8621,Silent Running,Cliff Potts,Match15165,Steven Bochco,
8622,Business Before Honesty,Oliver Hardy,Match12506,,
8623,Roadside Prophets,Adam Horovitz,Match12966,Abbe Wool,
8624,,Arjun Rampal,D18624,Rituparno Ghosh,
8625,,Edith Madeleine Carroll,Match19279,Charles G. Booth,
