http://xmlns.com/foaf/0.1/gender,https://www.scads.de/movieBenchmark/ontology/name,entityUrl,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/status,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,https://www.scads.de/movieBenchmark/ontology/birthPlace,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries8975,1962-01-01,,1962-02-20,,"'The Beachcomber was an ITC Entertainment adventure TV series which ran for one series of 39 half-hour episodes in 1962.Narrated by Cameron Mitchell, the series followed a rich executive who retired from the rat-race to become a beachcomber on a small South Pacific island.",The Beachcomber,US,,,true,1962-11-13,en,,en,The Beachcomber,Ended,,1,39,30,,,,,,,,
,Robert Florey,https://www.scads.de/movieBenchmark/resource/TMDB/person29808,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
2,Steve Buscemi,https://www.scads.de/movieBenchmark/resource/TMDB/person884,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199022,2008-01-01,19,2008-10-28,4,"Mike teams up with the boys from Bartos Bait & Fish to catch leeches that will later be sold for fish bait. Then it's off to the Green Tripe factory in Hollister, CA where Mike helps make BARF (Biologically Appropriate Raw Food) for dogs.",Leech Trapper,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694614,1957-01-01,6,1957-12-01,5,,Blizzard,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694424,1956-01-01,7,1956-10-07,4,,The Years Between,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode565591,1958-01-01,14,1958-01-05,1,,Pirate's Curse,,,,,,,,,,,,,,,,,,,,,,
0,Dinis Amaral,https://www.scads.de/movieBenchmark/resource/TMDB/person2072932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dzhahon Saidmuradov,https://www.scads.de/movieBenchmark/resource/TMDB/person1639462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1589797,2018-01-01,5,2018-10-06,3,"One hot summer day, the 4 girls and Haruko are playing in the pool. They notice that Pets is missing. Kana later hears from her classmate Aida that Pet's family is very rich and they are moving to Mars.",Shake It Off,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182380,2009-01-01,4,2009-11-08,4,"Henchman 21 kidnaps the Venture brothers without The Monarch's knowledge or consent, resulting in Sgt. Hatred having to storm his former hometown of Malice to rescue his charges. We also learn of the recent activities of 21 since the death of 24.",Return to Malice,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1276230,2017-01-01,17,2017-03-08,1,"Dylan asks Maya not to have their annual birthday party for her, but Maya holds an amazing surprise party anyway and soon learns the real reason why Dylan didn't want to have a party. Elsewhere, Ray is put in charge to watch JJ but panics when his brother has a day of independence at the mall to buy Dylan a birthday present while Jimmy and Kenneth struggle to find something they have in common.",S-U-R-- SURPRISE!,,,,,,,,,,,,,,,,,,,,,,
0,Ozlem Sekercioglu,https://www.scads.de/movieBenchmark/resource/TMDB/person1603211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nick De Ruiz,https://www.scads.de/movieBenchmark/resource/TMDB/person97998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jaroslav Hašek,https://www.scads.de/movieBenchmark/resource/TMDB/person1415073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bunny Parker,https://www.scads.de/movieBenchmark/resource/TMDB/person1407223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gin Clarke,https://www.scads.de/movieBenchmark/resource/TMDB/person1427818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Micke,https://www.scads.de/movieBenchmark/resource/TMDB/person2287890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode869815,2010-01-01,10,2010-08-24,1,"Sean Penn sits down with Zach's twin brother, Seth Galifianakis.",Sean Penn,,,,,,,,,,,,,,,,,,,,,,
1,Latarsha Rose,https://www.scads.de/movieBenchmark/resource/TMDB/person1471589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sergey Bondarchuk,https://www.scads.de/movieBenchmark/resource/TMDB/person38131,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1,Cora Palmatier,https://www.scads.de/movieBenchmark/resource/TMDB/person2372920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Norman Comer,https://www.scads.de/movieBenchmark/resource/TMDB/person1248484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEYEAST,https://www.scads.de/movieBenchmark/resource/TMDB/company15975,,,,,,,KR,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694596,1956-01-01,28,1956-03-25,3,,The Wise One,,,,,,,,,,,,,,,,,,,,,,
2,John Le Mesurier,https://www.scads.de/movieBenchmark/resource/TMDB/person14264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Michael Dunleavy,https://www.scads.de/movieBenchmark/resource/TMDB/person2153550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311153,1996-01-01,11,1996-02-02,4,"Lewis and Kellerman try to subdue a large man who's gone on a rampage. The large man is finally subdued and they find him digging up his mother. This case brings out some information about Meldrick's family, and he tries to see his brother, who doesn't want to see him. Kay tries to keep the identity of her new boyfriend a secret, mainly from John, which drives him crazy. Pembleton and Bayliss investigate the death of a man whose body is found in a car. Scheiner says he died from internal bleeding, not the gunshot wound to the groin he was treated for at an emergency room earlier that day. They discover that the doctor may have had a motive for doing a less than adequate job treating her patient.",I've Got a Secret,,,,,,,,,,,,,,,,,,,,,,
2,Dan Snow,https://www.scads.de/movieBenchmark/resource/TMDB/person1346852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mark Seaton,https://www.scads.de/movieBenchmark/resource/TMDB/person1857422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode495168,2007-01-01,4,2007-11-04,1,"'Kate is injured in a cattle yard accident, forcing Jill to run the practice on her own.It seems the order of the world has been restored when Jill gets to do some refreshingly routine vet work and achieves results, mostly without Kate's help or interference.But her world is thrown off kilter again when she and Kate perform highly illegal life-saving surgery on Larry Riley, who has managed to acquire a gunshot wound. Then Kate tests Jill's courage, watching her destroy Larry's mortally wounded dog.While Kate seems able to justify breaking the law to achieve the right result, Jill now feels completely compromised. By helping to save Larry's life, she has become part of the skewed morality of the Rain Shadow country. Ironically, having longed to be accepted, she is now wondering exactly what it is that she's embraced.",Black And White,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1112982,2015-01-01,6,2015-11-08,4,"Ougi claims to have figured out the whereabouts of Oikura’s mother and, in her own way, helps Araragi and Hanekawa to solve the mystery.",[70] [EP7] Sodachi Lost - Part Three,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode933379,2012-01-01,28,2012-08-13,1,Hank takes us on the fascinating journey through our excretory system to learn how our kidneys make pee.,The Digestive System,,,,,,,,,,,,,,,,,,,,,,
0,Elizabeth Copeland,https://www.scads.de/movieBenchmark/resource/TMDB/person2191469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ladislav Hausdorf,https://www.scads.de/movieBenchmark/resource/TMDB/person2205289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1708152,2019-01-01,2,2019-03-08,3,,Episode 2,,,,,,,,,,,,,,,,,,,,,,
2,Vladimir Nabokov,https://www.scads.de/movieBenchmark/resource/TMDB/person12007,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
0,Maureen Williams,https://www.scads.de/movieBenchmark/resource/TMDB/person2049229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode389932,2010-01-01,15,2010-03-27,2,"Richard, Kahlan and Zedd's life is put at risk when they meet a young and powerful woman named Maia who claims to be the Creator and it becomes crucial to uncover her true identity before Maia can destroy them all.",Creator,,,,,,,,,,,,,,,,,,,,,,
2,Reed Diamond,https://www.scads.de/movieBenchmark/resource/TMDB/person31508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nancy Ashmawy,https://www.scads.de/movieBenchmark/resource/TMDB/person1411560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1018749,2014-01-01,2,2014-11-11,1,"Trapped and scattered, the remaining employees encounter shocking revelations, emotional breakthroughs, and, well... more murder.",And Then There Were Eight,,,,,,,,,,,,,,,,,,,,,,
0,Walter Pindter,https://www.scads.de/movieBenchmark/resource/TMDB/person1713647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463121,1961-01-01,14,1961-01-16,2,,The Perils of Penrose,,,,,,,,,,,,,,,,,,,,,,
2,Joe Berlinger,https://www.scads.de/movieBenchmark/resource/TMDB/person69237,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie299819,1987-01-01,,1987-04-01,,A female reporter interviews a former prostitute from South Vietnam about her sheltering of an injured Vietcong leader during the war.,The Girl on the River,,,,,,vi,Drama,,Cô gái trên sông,Released,,,,100,0,0,Vietnam,Tiếng Việt,,,,
0,Ilya Rutberg,https://www.scads.de/movieBenchmark/resource/TMDB/person86740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182343,2008-01-01,11,2008-08-10,3,"Billy Quizboy has spent thirty years trying to decipher a series of cryptic clues hidden in Rusty Venture Cartoon Show episodes. Finally the solution to the mystery is at hand, but the answer forces Brock to discover what his true orders are.",ORB,,,,,,,,,,,,,,,,,,,,,,
,Golden Way Films Ltd.,https://www.scads.de/movieBenchmark/resource/TMDB/company3054,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
,tvN,https://www.scads.de/movieBenchmark/resource/TMDB/company866,,,,,,,KR,network,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1789762,2019-01-01,15,2019-06-29,3,,Episode 15,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1377995,1980-01-01,5,1980-05-14,1,,Episode 5,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1267902,1984-01-01,3,1984-05-09,1,,Episode 3,,,,,,,,,,,,,,,,,,,,,,
,Columbia Pictures,https://www.scads.de/movieBenchmark/resource/TMDB/company5,,,,,,,US,productionCompany,,,,,,,,,,,,,,,,,,,,
1,Tavia Yeung,https://www.scads.de/movieBenchmark/resource/TMDB/person1222259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode506569,1961-01-01,31,1961-04-23,1,,The Bridegroom,,,,,,,,,,,,,,,,,,,,,,
0,Cody Dematteis,https://www.scads.de/movieBenchmark/resource/TMDB/person1887244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Concorde TV,https://www.scads.de/movieBenchmark/resource/TMDB/company98683,,,,,,,NO,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode548653,2009-01-01,23,2009-03-24,1,"With Gaeul’s effort, Yijung now finds out Eunjae’s declaration that he had missed three years ago. Gaeul brings Yijung to the rooftop, uncovers his eyes, and the message magically appears in front of him. Junpyo’s mother finds out about Junpyo and Jandi are secretly dating, and starts to attack the people around Jandi. Finding out who fall them into a difficult situation, Jandi makes up her mind.",Episode 23,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie288960,1970-01-01,,1970-01-07,,"'In a fictitious European city known as Padukgrad, where a government arises following the rise of a philosophy known as ''Ekwilism'', which discourages the idea of anyone being different from anyone else, and promotes the state as the prominent good in society.",Bend Sinister,,,,,,de,Drama,,Das Bastardzeichen,Released,,,,,0,0,Germany,Deutsch,,,,
2,Zdeněk Řehoř,https://www.scads.de/movieBenchmark/resource/TMDB/person544879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694559,1954-01-01,21,1954-02-07,1,,A Family Out of Us,,,,,,,,,,,,,,,,,,,,,,
2,"Frank Capra, Jr.",https://www.scads.de/movieBenchmark/resource/TMDB/person69599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode975147,2003-01-01,2,2003-05-23,1,"The Alliance have developed their own transforming fighter, the VF-0 (or 'Zero'). It first sees action in the skies above Mayan, placing the lives of Mao & the other islanders at risk but giving Shin his opportunity to return.",The Stars on the Earth,,,,,,,,,,,,,,,,,,,,,,
2,Will Buie Jr.,https://www.scads.de/movieBenchmark/resource/TMDB/person1915546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeff Schaffer,https://www.scads.de/movieBenchmark/resource/TMDB/person57405,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311116,1993-01-01,2,1993-02-03,1,"'Bayliss and Pembleton continue to struggle with the Watson case. Bolander and Munch discuss ''''iguana style'''' and are called to check out the homicide of a victim that isn't dead, at least the first time they're called. While checking out some leads for the Watson case, Crosetti gives his theory on the conspiracy to kill Abraham Lincoln. Lewis wants to flood Memorial Stadium. Bolander expresses an interest in Dr. Blythe; Munch advises and sends flower's in Stan's name. Danvers needs a stronger case; however, Howard is frustrated with a dead end. Then the ghost of the victim leads her to the undiscovered proof. Tim attends Adena's funeral.",Ghost of a Chance,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode371557,2005-01-01,4,2005-03-22,1,'Shirley tells the audience about a cheeky e - mail he has received from Sue in Derby concerning his weight. Shirley explains that success brings money and money brings food.Shirley uses his powers to explore people's problems using their bodies.It's the second week of term at Spirit Academy and one person has to leave. Shirley sets the contestants a tarot card challenge and observes the exercise as they give one another readings. Stella is chosen to leave Spirit Academy.The Paranormalists: Shirley's apprentice Ian Jackson (Marc playing another character) meets male witch Kevin Carlyon. They go into the woods at night and perform a ritual to rid Ian of his ghosts.The other side of Shirley Ghostman: Shirley meets a diet expert who gives him some advice on his waistline. Shirley also goes to a posh restaurant for a bite to eat with Princess Diana. Shirley points out to the waiter that he will be channelling Princess Diana hence he will have to eat both meals. Shirley eats and drinks w,Fat,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198995,2007-01-01,17,2007-11-13,3,Mike Rowe rolls up his sleeves and gets dirty at a recycling center in San Francisco that requires their dump truck drivers to clean out the back of their dirty trucks after each shift. It's a dirty job that even Mike has a hard time completing.,Exotic Animal Keeper,,,,,,,,,,,,,,,,,,,,,,
2,Manuel Romero,https://www.scads.de/movieBenchmark/resource/TMDB/person1411903,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie89838,1951-01-01,,1951-03-15,,"The son of the gardener Thota Raamudu (NTR) falls in love with the princess of Ujjain (Malathi). When he faces resistance from the king, he approaches a Sorcerer (SVR), who actually plans to sacrifice this young, brave lad to the goddess Patala Bhairavi (Girija) to attain the magic statuette, which would grant any wish. Raamudu finds about this plan and sacrifices the sorcerer and obtains Paataala Bhairavi.",Pathala Bhairavi,,,,,,te,Drama,,పాతాళ భైరవి,Released,,,,195,0,0,India,తెలుగు,,,,
2,Clark Johnson,https://www.scads.de/movieBenchmark/resource/TMDB/person47640,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode382828,,34,,1,,笑莎為女　心煩意亂,,,,,,,,,,,,,,,,,,,,,,
0,Reinhard Glemnitz,https://www.scads.de/movieBenchmark/resource/TMDB/person1226527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Lee Ha-na,https://www.scads.de/movieBenchmark/resource/TMDB/person125076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Alberto Bello,https://www.scads.de/movieBenchmark/resource/TMDB/person1453177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182306,2004-01-01,7,2004-09-18,1,"Dr. Venture, Pete White and Master Billy Quizboy are invited to take part in a top secret government think tank run by supergenius Professor Impossible (coincidentally their former college professor), but Doc's life is in jeopardy once he learns the dark secrets of Impossible's sequestered family. Meanwhile, Hank has become a walking time bomb thanks to a stolen Cold War serum, and Brock and Dean must race the clock to save him.",Ice Station – Impossible!,,,,,,,,,,,,,,,,,,,,,,
2,Paul Copley,https://www.scads.de/movieBenchmark/resource/TMDB/person116975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Massimo Rosi,https://www.scads.de/movieBenchmark/resource/TMDB/person1314148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Frank Pugliese,https://www.scads.de/movieBenchmark/resource/TMDB/person172179,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode869810,2009-01-01,4,2009-05-06,1,"Zach interviews Natalie Portman and her dog, Whiz.",Natalie Portman,,,,,,,,,,,,,,,,,,,,,,
0,Margo Bowie,https://www.scads.de/movieBenchmark/resource/TMDB/person2153685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode496637,1991-01-01,4,1991-03-07,2,,"Series 2, Episode 4",,,,,,,,,,,,,,,,,,,,,,
0,Michal Kondrla,https://www.scads.de/movieBenchmark/resource/TMDB/person2082294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694591,1955-01-01,17,1955-12-25,3,,Christmas Stopover,,,,,,,,,,,,,,,,,,,,,,
2,Collin O'Neal,https://www.scads.de/movieBenchmark/resource/TMDB/person144197,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Ubiraci de Motta,https://www.scads.de/movieBenchmark/resource/TMDB/person2144361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tiffany Mynx,https://www.scads.de/movieBenchmark/resource/TMDB/person997549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode933374,2012-01-01,23,2012-07-02,1,"Hank continues our exploration of animal phyla with the more complexly organized annelida and arthropoda, and a biolography on insects.",Complex Animals: Annelids & Arthropods,,,,,,,,,,,,,,,,,,,,,,
2,Tricky,https://www.scads.de/movieBenchmark/resource/TMDB/person183500,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries13393,1973-01-01,,1973-02-18,,Based upon the novel A Little Princess by Frances Hodgson Burnett.,A Little Princess,GB,,,false,1973-03-25,en,Drama,en,A Little Princess,Ended,,1,6,25,,,,,,,,
