id,price,manufacturer,description,title,entityUrl
391,25.77,,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,yamaha moulin rouge - music from baz luhrmann's film smart pianosoft,http://www.google.com/base/feeds/snippets/18341476817100064096
392,28.3,,now you can personalize and send the very best store-quality humorous greeting cards with art explosion® humorous greeting card factory®. never before has such an impressive collection of humorous greeting cards been available in one software pr,nova development corp humorous greeting card factory,http://www.google.com/base/feeds/snippets/18343959075631403504
393,279.99,,system requirements macintosh macintosh computer with a powerpc g3 g4 g5 processor or intel processor 256mb of ram cd or dvd drive and hard disk drive mac os x 10.3.9 for powerpc-based macs or mac os x 10.4.5 for intel-based macs windows pentium ...,filemaker pro 8.5 advanced upgrade,http://www.google.com/base/feeds/snippets/4573301487009256056
394,25.77,,this disk combines 24 essential preludes of chopin with the moving variations brahms wrote on his original theme in d major opus 21 no. 1 ? all played with max levinson's artful uncompromising approach.,max levinson virtuoso software max levinson - chopin and brahms,http://www.google.com/base/feeds/snippets/18349437846240185132
395,29.99,,,me too software i transfer dvds 2 ipod,http://www.google.com/base/feeds/snippets/4436087621332035022
396,31.53,,,sos aggregation company panda antivirus + firewall 2008 3-user,http://www.google.com/base/feeds/snippets/18304228419567401310
397,53.99,,system requirements: operating system: mac os x 10.2.8 or later cpu processor: powerpc g4 or later cpu speed: 867mhz or faster memory: 256 mb or higher hard disk space: 2.4gb free disk space video card (ati): radeon 7500 or better video card (nvidia ...,aspyr call of duty deluxe,http://www.google.com/base/feeds/snippets/4433860407786915136
398,25.77,,mike garson is an extraordinary pianist and composer who has collaborated with such jazz greats as chick corea stanley clarke and freddie hubbard. he recently performed on tour with david bowie. 1. jazzical suite 2. longings 3. it could happen to,mike garson mike garson - jazzical suite,http://www.google.com/base/feeds/snippets/18304611545439824631
399,38.99,,system requirements: mac os x 10.3.5 or higher,mariner macjournal 4 journal blog podcast software,http://www.google.com/base/feeds/snippets/4450102625152904120
400,17.1,,now young typists can dive right into the only step-by-step keyboarding program that?s awash with waterlogged hilarity and all their favorite spongebob friends! system requirements: windows® minimum requirements: windows® 98 me 2000,encore inc spongebob squarepants - typing fun,http://www.google.com/base/feeds/snippets/18308374908816476565
401,19.99,,os9: 9.0 or higher; osx: 10.1.5 or higher g3 350 mhz or higher 48mb ram (3mb free) opengl accelerated video drivers with 8mb vram (16mb vram for larger than 1024x768) 2mb of free hard disk space cd-rom quicktime 2.5 or later,encore marine aquarium 2.0,http://www.google.com/base/feeds/snippets/4441393199380874556
402,85.07,,,encore inc family tree maker 2008 platinum,http://www.google.com/base/feeds/snippets/18309926777977827139
403,16.37,,the year is 2008. the area between iran afghanistan india and china has become the democratic republic of north dzambystan (drnd). to get financial aid from united states the drnd¹s government allowed the us military to build a top-secret ...,strategy first inc. alliance future combat,http://www.google.com/base/feeds/snippets/17285189275812329124
404,39.99,,,world of warcraft burning crusade,http://www.google.com/base/feeds/snippets/1759747759895818218
405,18.5,,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,the kinks yamaha the kinks greatest hits - smart pianosoft,http://www.google.com/base/feeds/snippets/17283132340219996488
406,149.99,,feature summary easy to install train and use continuous speech recognition - dictation in normal tone of voice and at a normal pace using the philips freespeech 2000 speech engine direct dictation - dictate edit and format text directly in any ...,macspeech ilisten with headset and microphone,http://www.google.com/base/feeds/snippets/1766122214269018147
407,22.13,,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,curtis brengle yamaha neil sedaka laughter in the rain: the best of neil sedaka 1974-1980 - smart pianosoft,http://www.google.com/base/feeds/snippets/17288430274465544474
408,14.86,,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,kd lang tony bennett mike garson yamaha tony bennett & kd lang - a wonderful world - smart pianosoft,http://www.google.com/base/feeds/snippets/17286128073035659339
409,65.17,,moving up to a new pc by yourself can take hours days or even weeks to do right. and even when you think you've finished the job you'll still find data that you'veinadvertently left behind. eliminate the hassle with transfer your pc&,nova development corp intellimover transfer your pc deluxe,http://www.google.com/base/feeds/snippets/17297585967951704634
410,15.95,,this economy simulator lets you manage every detail involved with running an airline. create the safest flying experience for your passengers and reap the rewards system requirements: g4/5 @ 1 ghz * 384 mb ram * cd rom * 200 mb hard drive space,sos aggregation company airline tycoon deluxe - topware interactive,http://www.google.com/base/feeds/snippets/17293813878683470763
411,47.99,,system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g3 or later cpu speed: 500mhz or faster memory: 256 mb or higher hard disk space: 3.5 gb free disk space video memory (vram): 4 mb or higher media required: dvd ...,aspyr the sims complete collection,http://www.google.com/base/feeds/snippets/1936516034668822172
412,26.14,,,magix entertainment corp. xtreme photostory on cd and dvd 6,http://www.google.com/base/feeds/snippets/17303660494208392527
413,41.99,,mac os x 10.3.9 (tiger) or higher 400mhz g4 or better or any intel macintosh 256mb of ram,allume morpheus photo animation suite,http://www.google.com/base/feeds/snippets/1949229857064458441
414,26.14,,?scrapbooking? is one of the fastest growing hobbies. millions of people are creating ?books? of memories they can share and cherish with family and friends. these books can be printed or they can be shared digitally; through cds or via the ...,abacus scrapbook for windows,http://www.google.com/base/feeds/snippets/17303242525950545639
415,26.14,,fanatic terrorists are planning the ultimate strike: from the son of a russian millionaire they have obtained a nuclear warhead ? and from iraq a carrier rocket. their target: london england! two specialists have been called to stop the madness. ...,dreamcatcher interactive mark the,http://www.google.com/base/feeds/snippets/17305486316432074788
416,18.5,,two-tape set including the first volume setting up your drums and the second volume start playing!,tommy igoe hudson music getting started on drums,http://www.google.com/base/feeds/snippets/17305321211554450593
417,7.17,,turn an ordinary photo into a funny caricature! with over 40 creative photo tools you'll be able to make photos into the wildest and silliest pictures ever! wild photo effects provides the simple point and click tools to create a wacky picture insta,csdc wild photo effects - on hand software,http://www.google.com/base/feeds/snippets/17321125761149481127
418,23.69,,don't allow yourself to become a victim of identity theft. drivescrubber ensures you are safe from threats by: wiping all contents of your hard drive before selling donating or recycling your pc restoring your hard drive to like new af,iolo technologies llc drivescrubber 3,http://www.google.com/base/feeds/snippets/17310222385759252742
419,15.27,,it?s up to you partner! stop mad dog and his vicious henchmen and get that gold! but it won?t be easy?choose the wrong path and you could end up in a shootout where you don?t stand a chance. but play your cards right and you?ll make it to the ...,digital leisure inc mad dog 2: the lost gold,http://www.google.com/base/feeds/snippets/17330899240149634868
420,445.3,,carrara 5 pro enables artists to build a complete animated project from start to finish -- all with a single piece of software. it multitude of features give you a robust suite of modeling animation and rendering tools. from the multiple modelers ...,re:launch carrara 5 pro,http://www.google.com/base/feeds/snippets/17322311354110627719
421,24.91,,when you need audio content you want to cut through the clutter and locate unique materials that won?t blow your budget. the sony® sound series? catalog contains over 125 royalty-free content libraries?from single instrument libraries and song,sony media software discrete drums: vol.1 - sony sound series,http://www.google.com/base/feeds/snippets/17333018247606173982
422,6.56,,designed to pinpoint the most relevant information needed for daily communication the instant immersion japanese crash course provides a quick and thorough program for travelers students and business people alike who need to master key speaking ...,topics entertainment instant immersion japanese crash course,http://www.google.com/base/feeds/snippets/17359014404157181642
